block_type player_loc monster object gold monster_index object_index gold_value prox_ripple_value visible color
7 44 . 0 0 0 -1 -1 -1 256 1 3
7 45 . 0 0 0 -1 -1 -1 256 1 3
7 46 # 0 0 0 -1 -1 -1 256 1 3
7 47 . 0 0 0 -1 -1 -1 256 1 3
7 48 # 0 0 0 -1 -1 -1 256 1 3
7 49 # 0 0 0 -1 -1 -1 256 1 3
7 50 . 0 0 0 -1 -1 -1 256 1 3
7 51 . 0 0 0 -1 -1 -1 256 1 3
7 52 . 0 0 0 -1 -1 -1 256 1 3
7 53 . 0 0 0 -1 -1 -1 256 1 3
7 54 . 0 0 0 -1 -1 -1 256 1 3
7 55 . 0 0 0 -1 -1 -1 256 1 3
7 56 . 0 0 1 -1 -1 12 256 1 3
7 57 . 0 0 0 -1 -1 -1 256 1 3
7 58 . 0 0 0 -1 -1 -1 256 1 3
7 59 . 0 0 0 -1 -1 -1 256 1 3
7 60 . 0 0 0 -1 -1 -1 256 1 3
7 61 . 0 0 0 -1 -1 -1 256 1 3
7 62 # 0 0 0 -1 -1 -1 256 1 3
7 63 . 0 0 0 -1 -1 -1 256 1 3
7 64 . 0 0 0 -1 -1 -1 256 1 3
7 65 . 0 0 0 -1 -1 -1 256 1 3
7 66 # 0 0 0 -1 -1 -1 256 1 3
8 0 # 0 0 0 -1 -1 -1 256 1 3
8 1 . 0 0 0 -1 -1 -1 256 1 3
8 2 . 0 0 0 -1 -1 -1 256 1 3
8 3 # 0 0 0 -1 -1 -1 256 1 3
8 4 # 0 0 0 -1 -1 -1 256 1 3
8 5 # 0 0 0 -1 -1 -1 256 1 3
8 6 # 0 0 0 -1 -1 -1 256 1 3
8 7 # 0 0 0 -1 -1 -1 256 1 3
8 8 # 0 0 0 -1 -1 -1 256 1 3
8 9 # 0 0 0 -1 -1 -1 256 1 3
8 10 # 0 0 0 -1 -1 -1 256 1 3
8 11 # 0 0 0 -1 -1 -1 256 1 3
8 12 # 0 0 0 -1 -1 -1 256 1 3
8 13 # 0 0 0 -1 -1 -1 256 1 3
8 14 # 0 0 0 -1 -1 -1 256 1 3
8 15 # 0 0 0 -1 -1 -1 256 1 3
8 16 # 0 0 0 -1 -1 -1 256 1 3
8 17 # 0 0 0 -1 -1 -1 256 1 3
8 18 # 0 0 0 -1 -1 -1 256 1 3
8 19 # 0 0 0 -1 -1 -1 256 1 3
8 20 # 0 0 0 -1 -1 -1 256 1 3
8 21 # 0 0 0 -1 -1 -1 256 1 3
8 22 # 0 0 0 -1 -1 -1 256 1 3
8 23 # 0 0 0 -1 -1 -1 256 1 3
8 24 # 0 0 0 -1 -1 -1 256 1 3
8 25 # 0 0 0 -1 -1 -1 256 1 3
8 26 . 0 0 0 -1 -1 -1 256 1 3
8 27 . 0 0 0 -1 -1 -1 256 1 3
8 28 . 0 0 0 -1 -1 -1 256 1 3
8 29 . 0 0 0 -1 -1 -1 256 1 3
8 30 . 0 0 0 -1 -1 -1 256 1 3
8 31 . 0 0 0 -1 -1 -1 256 1 3
8 32 . 0 0 0 -1 -1 -1 256 1 3
8 33 . 0 0 0 -1 -1 -1 256 1 3
8 34 . 0 0 0 -1 -1 -1 256 1 3
8 35 . 0 0 0 -1 -1 -1 256 1 3
8 36 . 0 0 0 -1 -1 -1 256 1 3
8 37 . 0 0 0 -1 -1 -1 256 1 3
8 38 . 0 0 0 -1 -1 -1 256 1 3
8 39 . 0 0 0 -1 -1 -1 256 1 3
8 40 . 0 0 0 -1 -1 -1 256 1 3
8 41 . 0 0 0 -1 -1 -1 256 1 3
8 42 . 0 0 0 -1 -1 -1 256 1 3
8 43 . 0 0 0 -1 -1 -1 256 1 3
8 44 . 0 0 0 -1 -1 -1 256 1 3
8 45 . 0 0 0 -1 -1 -1 256 1 3
8 46 # 0 0 0 -1 -1 -1 256 1 3
8 47 . 0 0 0 -1 -1 -1 256 1 3
8 48 # 0 0 0 -1 -1 -1 256 1 3
8 49 # 0 0 0 -1 -1 -1 256 1 3
8 50 . 0 0 0 -1 -1 -1 256 1 3
8 51 . 0 0 1 -1 -1 10 256 1 3
8 52 . 0 0 0 -1 -1 -1 256 1 3
8 53 . 0 0 0 -1 -1 -1 256 1 3
8 54 . 0 0 0 -1 -1 -1 256 1 3
8 55 . 1 0 0 17 -1 -1 256 1 3
8 56 . 0 0 0 -1 -1 -1 256 1 3
8 57 . 0 0 1 -1 -1 20 256 1 3
8 58 . 0 0 0 -1 -1 -1 256 1 3
8 59 . 0 0 0 -1 -1 -1 256 1 3
8 60 . 0 0 0 -1 -1 -1 256 1 3
8 61 . 0 0 0 -1 -1 -1 256 1 3
8 62 # 0 0 0 -1 -1 -1 256 1 3
8 63 . 0 0 0 -1 -1 -1 256 1 3
8 64 . 0 0 0 -1 -1 -1 256 1 3
8 65 . 0 0 0 -1 -1 -1 256 1 3
8 66 # 0 0 0 -1 -1 -1 256 1 3
9 0 # 0 0 0 -1 -1 -1 256 1 3
9 1 . 0 0 0 -1 -1 -1 256 1 3
9 2 . 0 0 0 -1 -1 -1 256 1 3
9 3 . 0 0 0 -1 -1 -1 256 1 3
9 4 . 0 0 0 -1 -1 -1 256 1 3
9 5 . 0 0 0 -1 -1 -1 256 1 3
9 6 . 0 0 0 -1 -1 -1 256 1 3
9 7 . 0 0 0 -1 -1 -1 256 1 3
9 8 . 0 0 0 -1 -1 -1 256 1 3
9 9 . 0 0 0 -1 -1 -1 256 1 3
9 10 . 0 0 0 -1 -1 -1 256 1 3
9 11 . 0 0 0 -1 -1 -1 256 1 3
9 12 . 0 0 0 -1 -1 -1 256 1 3
9 13 . 0 0 0 -1 -1 -1 256 1 3
9 14 . 0 0 0 -1 -1 -1 256 1 3
9 15 . 0 0 0 -1 -1 -1 256 1 3
9 16 . 0 0 0 -1 -1 -1 256 1 3
9 17 . 0 0 0 -1 -1 -1 256 1 3
9 18 . 0 0 0 -1 -1 -1 256 1 3
9 19 . 0 0 0 -1 -1 -1 256 1 3
9 20 . 0 0 0 -1 -1 -1 256 1 3
9 21 . 0 0 0 -1 -1 -1 256 1 3
9 22 . 0 0 0 -1 -1 -1 256 1 3
9 23 . 0 0 0 -1 -1 -1 256 1 3
9 24 . 0 0 1 -1 -1 20 256 1 3
9 25 # 0 0 0 -1 -1 -1 256 1 3
9 26 # 0 0 0 -1 -1 -1 256 1 3
9 27 # 0 0 0 -1 -1 -1 256 1 3
9 28 # 0 0 0 -1 -1 -1 256 1 3
9 29 # 0 0 0 -1 -1 -1 256 1 3
9 30 # 0 0 0 -1 -1 -1 256 1 3
9 31 # 0 0 0 -1 -1 -1 256 1 3
9 32 # 0 0 0 -1 -1 -1 256 1 3
9 33 . 0 1 0 -1 2 -1 256 1 1
9 34 # 0 0 0 -1 -1 -1 256 1 3
9 35 # 0 0 0 -1 -1 -1 256 1 3
9 36 # 0 0 0 -1 -1 -1 256 1 3
9 37 # 0 0 0 -1 -1 -1 256 1 3
9 38 # 0 0 0 -1 -1 -1 256 1 3
9 39 # 0 0 0 -1 -1 -1 256 1 3
9 40 . 0 0 0 -1 -1 -1 256 1 3
9 41 . 0 0 0 -1 -1 -1 256 1 3
9 42 # 0 0 0 -1 -1 -1 256 1 3
9 43 . 0 0 0 -1 -1 -1 256 1 3
9 44 . 0 0 0 -1 -1 -1 256 1 3
9 45 . 0 0 0 -1 -1 -1 256 1 3
9 46 # 0 0 0 -1 -1 -1 256 1 3
9 47 . 0 0 0 -1 -1 -1 256 1 3
9 48 . 0 0 0 -1 -1 -1 256 1 3
9 49 # 0 0 0 -1 -1 -1 256 1 3
9 50 # 0 0 0 -1 -1 -1 256 1 3
9 51 . 0 0 0 -1 -1 -1 256 1 3
9 52 . 0 0 0 -1 -1 -1 256 1 3
9 53 . 0 0 0 -1 -1 -1 256 1 3
9 54 . 0 0 0 -1 -1 -1 256 1 3
9 55 . 0 0 0 -1 -1 -1 256 1 3
9 56 . 0 0 0 -1 -1 -1 256 1 3
9 57 . 0 0 0 -1 -1 -1 256 1 3
9 58 . 0 0 0 -1 -1 -1 256 1 3
9 59 . 0 0 1 -1 -1 48 256 1 3
9 60 . 0 0 0 -1 -1 -1 256 1 3
9 61 . 0 0 0 -1 -1 -1 256 1 3
9 62 # 0 0 0 -1 -1 -1 256 1 3
9 63 . 0 0 0 -1 -1 -1 256 1 3
9 64 . 0 0 0 -1 -1 -1 256 1 3
9 65 . 0 0 0 -1 -1 -1 256 1 3
9 66 # 0 0 0 -1 -1 -1 256 1 3
10 0 # 0 0 0 -1 -1 -1 256 1 3
10 1 . 0 0 0 -1 -1 -1 256 1 3
10 2 . 0 0 0 -1 -1 -1 256 1 3
10 3 . 0 0 0 -1 -1 -1 256 1 3
10 4 . 0 0 0 -1 -1 -1 256 1 3
10 5 . 0 0 0 -1 -1 -1 256 1 3
10 6 . 0 0 0 -1 -1 -1 256 1 3
10 7 . 0 0 0 -1 -1 -1 256 1 3
10 8 . 0 0 0 -1 -1 -1 256 1 3
10 9 . 0 0 0 -1 -1 -1 256 1 3
10 10 . 0 0 0 -1 -1 -1 256 1 3
10 11 . 0 0 0 -1 -1 -1 256 1 3
10 12 . 0 0 0 -1 -1 -1 256 1 3
10 13 . 0 0 0 -1 -1 -1 256 1 3
10 14 . 0 0 0 -1 -1 -1 256 1 3
10 15 . 0 0 0 -1 -1 -1 256 1 3
10 16 . 0 0 0 -1 -1 -1 256 1 3
10 17 . 1 0 0 7 -1 -1 256 1 3
10 18 . 0 0 0 -1 -1 -1 256 1 3
10 19 . 0 0 0 -1 -1 -1 256 1 3
10 20 . 0 0 0 -1 -1 -1 256 1 3
10 21 . 0 0 0 -1 -1 -1 256 1 3
10 22 . 0 0 0 -1 -1 -1 256 1 3
10 23 . 0 0 0 -1 -1 -1 256 1 3
10 24 . 0 0 0 -1 -1 -1 256 1 3
10 25 # 0 0 0 -1 -1 -1 256 1 3
10 26 # 0 0 0 -1 -1 -1 256 1 3
10 27 # 0 0 0 -1 -1 -1 256 1 3
10 28 # 0 0 0 -1 -1 -1 256 1 3
10 29 # 0 0 0 -1 -1 -1 256 1 3
10 30 # 0 0 0 -1 -1 -1 256 1 3
10 31 # 0 0 0 -1 -1 -1 256 1 3
10 32 # 0 0 0 -1 -1 -1 256 1 3
10 33 . 0 1 0 -1 2 -1 256 1 1
10 34 # 0 0 0 -1 -1 -1 256 1 3
10 35 # 0 0 0 -1 -1 -1 256 1 3
10 36 # 0 0 0 -1 -1 -1 256 1 3
10 37 # 0 0 0 -1 -1 -1 256 1 3
10 38 # 0 0 0 -1 -1 -1 256 1 3
10 39 # 0 0 0 -1 -1 -1 256 1 3
10 40 . 0 0 0 -1 -1 -1 256 1 3
10 41 . 0 0 0 -1 -1 -1 256 1 3
10 42 # 0 0 0 -1 -1 -1 256 1 3
10 43 . 0 0 0 -1 -1 -1 256 1 3
10 44 . 0 0 0 -1 -1 -1 256 1 3
10 45 . 0 0 0 -1 -1 -1 256 1 3
10 46 # 0 0 0 -1 -1 -1 256 1 3
10 47 . 0 0 0 -1 -1 -1 256 1 3
10 48 . 0 0 0 -1 -1 -1 256 1 3
10 49 # 0 0 0 -1 -1 -1 256 1 3
10 50 # 0 0 0 -1 -1 -1 256 1 3
10 51 . 0 0 0 -1 -1 -1 256 1 3
10 52 . 0 0 0 -1 -1 -1 256 1 3
10 53 . 0 0 0 -1 -1 -1 256 1 3
10 54 . 0 0 0 -1 -1 -1 256 1 3
10 55 . 0 0 0 -1 -1 -1 256 1 3
10 56 . 0 0 0 -1 -1 -1 256 1 3
10 57 . 0 0 0 -1 -1 -1 256 1 3
10 58 . 0 0 0 -1 -1 -1 256 1 3
10 59 . 0 0 0 -1 -1 -1 256 1 3
10 60 . 0 0 0 -1 -1 -1 256 1 3
10 61 . 0 0 0 -1 -1 -1 256 1 3
10 62 # 0 0 0 -1 -1 -1 256 1 3
10 63 . 0 0 0 -1 -1 -1 256 1 3
10 64 . 0 0 0 -1 -1 -1 256 1 3
10 65 . 0 0 0 -1 -1 -1 256 1 3
10 66 # 0 0 0 -1 -1 -1 256 1 3
11 0 # 0 0 0 -1 -1 -1 256 1 3
11 1 . 0 0 0 -1 -1 -1 256 1 3
11 2 . 0 0 0 -1 -1 -1 256 1 3
11 3 . 0 0 0 -1 -1 -1 256 1 3
11 4 # 0 0 0 -1 -1 -1 256 1 3
11 5 # 0 0 0 -1 -1 -1 256 1 3
11 6 # 0 0 0 -1 -1 -1 256 1 3
11 7 # 0 0 0 -1 -1 -1 256 1 3
11 8 # 0 0 0 -1 -1 -1 256 1 3
11 9 # 0 0 0 -1 -1 -1 256 1 3
11 10 # 0 0 0 -1 -1 -1 256 1 3
11 11 # 0 0 0 -1 -1 -1 256 1 3
11 12 # 0 0 0 -1 -1 -1 256 1 3
11 13 # 0 0 0 -1 -1 -1 256 1 3
11 14 # 0 0 0 -1 -1 -1 256 1 3
11 15 # 0 0 0 -1 -1 -1 256 1 3
11 16 # 0 0 0 -1 -1 -1 256 1 3
11 17 # 0 0 0 -1 -1 -1 256 1 3
11 18 # 0 0 0 -1 -1 -1 256 1 3
11 19 . 0 0 0 -1 -1 -1 256 1 3
11 20 # 0 0 0 -1 -1 -1 256 1 3
11 21 # 0 0 0 -1 -1 -1 256 1 3
11 22 . 0 0 0 -1 -1 -1 256 1 3
11 23 . 0 0 0 -1 -1 -1 256 1 3
11 24 # 0 0 0 -1 -1 -1 256 1 3
11 25 # 0 0 0 -1 -1 -1 256 1 3
11 26 . 0 0 0 -1 -1 -1 256 1 3
11 27 . 0 0 0 -1 -1 -1 256 1 3
11 28 . 0 0 0 -1 -1 -1 256 1 3
11 29 . 0 0 0 -1 -1 -1 256 1 3
11 30 . 0 0 0 -1 -1 -1 256 1 3
11 31 . 0 0 0 -1 -1 -1 256 1 3
11 32 . 0 0 0 -1 -1 -1 256 1 3
11 33 . 0 0 0 -1 -1 -1 256 1 3
11 34 . 0 0 0 -1 -1 -1 256 1 3
11 35 . 0 0 0 -1 -1 -1 256 1 3
11 36 . 0 0 0 -1 -1 -1 256 1 3
11 37 . 0 0 0 -1 -1 -1 256 1 3
11 38 . 0 0 0 -1 -1 -1 256 1 3
11 39 # 0 0 0 -1 -1 -1 256 1 3
11 40 . 0 0 1 -1 -1 24 256 1 3
11 41 . 0 0 0 -1 -1 -1 256 1 3
11 42 # 0 0 0 -1 -1 -1 256 1 3
11 43 . 0 0 0 -1 -1 -1 256 1 3
11 44 . 0 0 0 -1 -1 -1 256 1 3
11 45 . 0 0 0 -1 -1 -1 256 1 3
11 46 # 0 0 0 -1 -1 -1 256 1 3
11 47 . 0 0 0 -1 -1 -1 256 1 3
11 48 . 0 0 0 -1 -1 -1 256 1 3
11 49 . 0 0 0 -1 -1 -1 256 1 3
11 50 # 0 0 0 -1 -1 -1 256 1 3
11 51 # 0 0 0 -1 -1 -1 256 1 3
11 52 . 0 0 0 -1 -1 -1 256 1 3
11 53 . 0 0 0 -1 -1 -1 256 1 3
11 54 . 0 0 0 -1 -1 -1 256 1 3
11 55 . 0 0 0 -1 -1 -1 256 1 3
11 56 . 0 0 0 -1 -1 -1 256 1 3
11 57 . 0 0 1 -1 -1 18 256 1 3
11 58 # 0 0 0 -1 -1 -1 256 1 3
11 59 # 0 0 0 -1 -1 -1 256 1 3
11 60 # 0 0 0 -1 -1 -1 256 1 3
11 61 # 0 0 0 -1 -1 -1 256 1 3
11 62 # 0 0 0 -1 -1 -1 256 1 3
11 63 . 0 0 0 -1 -1 -1 256 1 3
11 64 . 0 0 0 -1 -1 -1 256 1 3
11 65 . 0 0 0 -1 -1 -1 256 1 3
11 66 # 0 0 0 -1 -1 -1 256 1 3
12 0 # 0 0 0 -1 -1 -1 256 1 3
12 1 . 0 0 0 -1 -1 -1 256 1 3
12 2 . 0 0 0 -1 -1 -1 256 1 3
12 3 . 0 0 0 -1 -1 -1 256 1 3
12 4 # 0 0 0 -1 -1 -1 256 1 3
12 5 # 0 0 0 -1 -1 -1 256 1 3
12 6 # 0 0 0 -1 -1 -1 256 1 3
12 7 # 0 0 0 -1 -1 -1 256 1 3
12 8 # 0 0 0 -1 -1 -1 256 1 3
12 9 # 0 0 0 -1 -1 -1 256 1 3
12 10 # 0 0 0 -1 -1 -1 256 1 3
12 11 # 0 0 0 -1 -1 -1 256 1 3
12 12 # 0 0 0 -1 -1 -1 256 1 3
12 13 # 0 0 0 -1 -1 -1 256 1 3
12 14 # 0 0 0 -1 -1 -1 256 1 3
12 15 # 0 0 0 -1 -1 -1 256 1 3
12 16 # 0 0 0 -1 -1 -1 256 1 3
12 17 # 0 0 0 -1 -1 -1 256 1 3
12 18 # 0 0 0 -1 -1 -1 256 1 3
12 19 . 0 0 0 -1 -1 -1 256 1 3
12 20 # 0 0 0 -1 -1 -1 256 1 3
12 21 # 0 0 0 -1 -1 -1 256 1 3
12 22 . 0 0 0 -1 -1 -1 256 1 3
12 23 . 0 0 0 -1 -1 -1 256 1 3
12 24 # 0 0 0 -1 -1 -1 256 1 3
12 25 # 0 0 0 -1 -1 -1 256 1 3
12 26 . 0 0 0 -1 -1 -1 256 1 3
12 27 . 0 0 0 -1 -1 -1 256 1 3
12 28 . 0 0 0 -1 -1 -1 256 1 3
12 29 . 0 0 0 -1 -1 -1 256 1 3
12 30 . 0 0 0 -1 -1 -1 256 1 3
12 31 . 0 0 0 -1 -1 -1 256 1 3
12 32 . 0 0 0 -1 -1 -1 256 1 3
12 33 . 0 0 0 -1 -1 -1 256 1 3
12 34 . 0 0 0 -1 -1 -1 256 1 3
12 35 . 0 0 0 -1 -1 -1 256 1 3
12 36 . 0 0 0 -1 -1 -1 256 1 3
12 37 . 0 0 0 -1 -1 -1 256 1 3
12 38 . 0 0 0 -1 -1 -1 256 1 3
12 39 # 0 0 0 -1 -1 -1 256 1 3
12 40 . 0 0 0 -1 -1 -1 256 1 3
12 41 . 0 0 0 -1 -1 -1 256 1 3
12 42 # 0 0 0 -1 -1 -1 256 1 3
12 43 . 0 0 0 -1 -1 -1 256 1 3
12 44 . 0 0 0 -1 -1 -1 256 1 3
12 45 . 0 0 0 -1 -1 -1 256 1 3
12 46 # 0 0 0 -1 -1 -1 256 1 3
12 47 . 0 0 0 -1 -1 -1 256 1 3
12 48 . 0 0 0 -1 -1 -1 256 1 3
12 49 . 0 0 0 -1 -1 -1 256 1 3
12 50 # 0 0 0 -1 -1 -1 256 1 3
12 51 # 0 0 0 -1 -1 -1 256 1 3
12 52 . 0 0 0 -1 -1 -1 256 1 3
12 53 . 0 0 0 -1 -1 -1 256 1 3
12 54 . 0 0 0 -1 -1 -1 256 1 3
12 55 . 0 0 0 -1 -1 -1 256 1 3
12 56 . 0 0 0 -1 -1 -1 256 1 3
12 57 . 0 0 0 -1 -1 -1 256 1 3
12 58 # 0 0 0 -1 -1 -1 256 1 3
12 59 # 0 0 0 -1 -1 -1 256 1 3
12 60 # 0 0 0 -1 -1 -1 256 1 3
12 61 # 0 0 0 -1 -1 -1 256 1 3
12 62 # 0 0 0 -1 -1 -1 256 1 3
12 63 . 0 0 0 -1 -1 -1 256 1 3
12 64 . 0 0 0 -1 -1 -1 256 1 3
12 65 . 0 0 0 -1 -1 -1 256 1 3
12 66 # 0 0 0 -1 -1 -1 256 1 3
13 0 # 0 0 0 -1 -1 -1 256 1 3
13 1 . 0 0 0 -1 -1 -1 256 1 3
13 2 . 0 0 0 -1 -1 -1 256 1 3
13 3 . 0 0 0 -1 -1 -1 256 1 3
13 4 # 0 0 0 -1 -1 -1 256 1 3
13 5 . 0 0 0 -1 -1 -1 10 1 3
13 6 . 0 0 0 -1 -1 -1 10 1 3
13 7 . 0 0 1 -1 -1 16 10 1 3
13 8 . 0 0 0 -1 -1 -1 10 1 3
13 9 . 0 0 0 -1 -1 -1 10 1 3
13 10 . 0 0 0 -1 -1 -1 10 1 3
13 11 . 0 0 0 -1 -1 -1 10 1 3
13 12 . 0 0 0 -1 -1 -1 10 1 3
13 13 . 0 0 0 -1 -1 -1 10 1 3
13 14 . 0 0 0 -1 -1 -1 10 1 3
13 15 . 0 0 0 -1 -1 -1 256 1 3
13 16 . 0 0 0 -1 -1 -1 256 1 3
13 17 . 1 0 0 1 -1 -1 256 1 3
13 18 # 0 0 0 -1 -1 -1 256 1 3
13 19 . 0 0 0 -1 -1 -1 256 1 3
13 20 # 0 0 0 -1 -1 -1 256 1 3
13 21 . 0 0 0 -1 -1 -1 256 1 3
13 22 . 0 0 0 -1 -1 -1 256 1 3
13 23 . 0 0 0 -1 -1 -1 256 1 3
13 24 . 0 0 1 -1 -1 6 256 1 3
13 25 # 0 0 0 -1 -1 -1 256 1 3
13 26 . 0 0 0 -1 -1 -1 256 1 3
13 27 . 0 0 0 -1 -1 -1 256 1 3
13 28 . 0 0 0 -1 -1 -1 256 1 3
13 29 . 0 0 0 -1 -1 -1 256 1 3
13 30 . 0 0 0 -1 -1 -1 256 1 3
13 31 . 0 0 0 -1 -1 -1 256 1 3
13 32 . 0 0 0 -1 -1 -1 256 1 3
13 33 . 0 0 0 -1 -1 -1 256 1 3
13 34 . 0 0 0 -1 -1 -1 256 1 3
13 35 . 0 0 0 -1 -1 -1 256 1 3
13 36 . 0 0 0 -1 -1 -1 256 1 3
13 37 . 0 0 0 -1 -1 -1 256 1 3
13 38 . 0 0 0 -1 -1 -1 256 1 3
13 39 # 0 0 0 -1 -1 -1 256 1 3
13 40 . 0 0 0 -1 -1 -1 256 1 3
13 41 . 0 0 0 -1 -1 -1 256 1 3
13 42 # 0 0 0 -1 -1 -1 256 1 3
13 43 . 0 0 0 -1 -1 -1 256 1 3
13 44 . 0 0 0 -1 -1 -1 256 1 3
13 45 . 0 0 0 -1 -1 -1 256 1 3
13 46 # 0 0 0 -1 -1 -1 256 1 3
13 47 . 0 0 0 -1 -1 -1 256 1 3
13 48 . 0 0 0 -1 -1 -1 256 1 3
13 49 . 0 0 0 -1 -1 -1 256 1 3
13 50 . 0 0 0 -1 -1 -1 256 1 3
13 51 # 0 0 0 -1 -1 -1 256 1 3
13 52 # 0 0 0 -1 -1 -1 256 1 3
13 53 # 0 0 0 -1 -1 -1 256 1 3
13 54 # 0 0 0 -1 -1 -1 256 1 3
13 55 # 0 0 0 -1 -1 -1 256 1 3
13 56 . 0 0 0 -1 -1 -1 256 1 3
13 57 . 0 0 0 -1 -1 -1 256 1 3
13 58 . 0 0 0 -1 -1 -1 256 1 3
13 59 . 0 0 0 -1 -1 -1 256 1 3
13 60 . 0 0 0 -1 -1 -1 256 1 3
13 61 . 1 0 0 10 -1 -1 256 1 3
13 62 # 0 0 0 -1 -1 -1 256 1 3
13 63 . 0 0 0 -1 -1 -1 256 1 3
13 64 . 0 0 0 -1 -1 -1 256 1 3
13 65 . 0 0 0 -1 -1 -1 256 1 3
13 66 # 0 0 0 -1 -1 -1 256 1 3
14 0 # 0 0 0 -1 -1 -1 256 1 3
14 1 . 0 0 0 -1 -1 -1 256 1 3
14 2 . 0 0 0 -1 -1 -1 256 1 3
14 3 . 0 0 0 -1 -1 -1 256 1 3
14 4 # 0 0 0 -1 -1 -1 256 1 3
14 5 . 0 0 0 -1 -1 -1 10 1 3
14 6 . 0 0 0 -1 -1 -1 9 1 3
14 7 . 0 0 0 -1 -1 -1 9 1 3
14 8 . 0 0 0 -1 -1 -1 9 1 3
14 9 . 0 0 0 -1 -1 -1 9 1 3
14 10 . 0 0 0 -1 -1 -1 9 1 3
14 11 . 0 0 0 -1 -1 -1 9 1 3
14 12 . 0 0 0 -1 -1 -1 9 1 3
14 13 . 0 0 0 -1 -1 -1 9 1 3
14 14 . 0 0 0 -1 -1 -1 10 1 3
14 15 . 0 0 0 -1 -1 -1 256 1 3
14 16 . 0 0 0 -1 -1 -1 256 1 3
14 17 . 0 0 0 -1 -1 -1 256 1 3
14 18 # 0 0 0 -1 -1 -1 256 1 3
14 19 . 0 0 0 -1 -1 -1 256 1 3
14 20 # 0 0 0 -1 -1 -1 256 1 3
14 21 . 0 0 0 -1 -1 -1 256 1 3
14 22 . 0 0 0 -1 -1 -1 256 1 3
14 23 . 0 0 0 -1 -1 -1 256 1 3
14 24 . 0 0 0 -1 -1 -1 256 1 3
14 25 # 0 0 0 -1 -1 -1 256 1 3
14 26 . 0 0 0 -1 -1 -1 256 1 3
14 27 . 0 0 0 -1 -1 -1 256 1 3
14 28 . 0 0 0 -1 -1 -1 256 1 3
14 29 . 0 0 0 -1 -1 -1 256 1 3
14 30 . 0 0 0 -1 -1 -1 256 1 3
14 31 . 0 0 0 -1 -1 -1 256 1 3
14 32 . 0 0 0 -1 -1 -1 256 1 3
14 33 . 0 0 0 -1 -1 -1 256 1 3
14 34 . 0 0 0 -1 -1 -1 256 1 3
14 35 . 0 0 0 -1 -1 -1 256 1 3
14 36 . 0 0 0 -1 -1 -1 256 1 3
14 37 . 0 0 0 -1 -1 -1 256 1 3
14 38 . 0 0 0 -1 -1 -1 256 1 3
14 39 # 0 0 0 -1 -1 -1 256 1 3
14 40 . 0 0 0 -1 -1 -1 256 1 3
14 41 . 0 0 0 -1 -1 -1 256 1 3
14 42 # 0 0 0 -1 -1 -1 256 1 3
14 43 . 0 0 0 -1 -1 -1 256 1 3
14 44 . 0 0 0 -1 -1 -1 256 1 3
14 45 . 0 0 0 -1 -1 -1 256 1 3
14 46 # 0 0 0 -1 -1 -1 256 1 3
14 47 . 0 0 0 -1 -1 -1 256 1 3
14 48 . 0 0 0 -1 -1 -1 256 1 3
14 49 . 0 0 0 -1 -1 -1 256 1 3
14 50 . 0 0 0 -1 -1 -1 256 1 3
14 51 # 0 0 0 -1 -1 -1 256 1 3
14 52 # 0 0 0 -1 -1 -1 256 1 3
14 53 # 0 0 0 -1 -1 -1 256 1 3
14 54 # 0 0 0 -1 -1 -1 256 1 3
14 55 # 0 0 0 -1 -1 -1 256 1 3
14 56 . 0 0 0 -1 -1 -1 256 1 3
14 57 . 0 0 0 -1 -1 -1 256 1 3
14 58 . 0 0 0 -1 -1 -1 256 1 3
14 59 . 0 0 0 -1 -1 -1 256 1 3
14 60 . 0 0 0 -1 -1 -1 256 1 3
14 61 . 0 0 0 -1 -1 -1 256 1 3
14 62 # 0 0 0 -1 -1 -1 256 1 3
14 63 . 0 0 0 -1 -1 -1 256 1 3
14 64 . 0 0 0 -1 -1 -1 256 1 3
14 65 . 0 0 0 -1 -1 -1 256 1 3
14 66 # 0 0 0 -1 -1 -1 256 1 3
15 0 # 0 0 0 -1 -1 -1 256 1 3
15 1 . 0 0 0 -1 -1 -1 256 1 3
15 2 . 0 0 0 -1 -1 -1 256 1 3
15 3 . 0 0 0 -1 -1 -1 256 1 3
15 4 # 0 0 0 -1 -1 -1 256 1 3
15 5 . 0 0 0 -1 -1 -1 10 1 3
15 6 . 0 0 0 -1 -1 -1 9 1 3
15 7 . 0 0 0 -1 -1 -1 8 1 3
15 8 . 0 0 0 -1 -1 -1 8 1 3
15 9 . 0 0 0 -1 -1 -1 8 1 3
15 10 . 0 0 0 -1 -1 -1 8 1 3
15 11 . 0 0 0 -1 -1 -1 8 1 3
15 12 . 0 0 0 -1 -1 -1 8 1 3
15 13 . 0 0 0 -1 -1 -1 9 1 3
15 14 . 0 0 0 -1 -1 -1 10 1 3
15 15 . 0 0 0 -1 -1 -1 256 1 3
15 16 . 0 0 0 -1 -1 -1 256 1 3
15 17 . 1 0 0 15 -1 -1 256 1 3
15 18 # 0 0 0 -1 -1 -1 256 1 3
15 19 . 0 0 0 -1 -1 -1 256 1 3
15 20 # 0 0 0 -1 -1 -1 256 1 3
15 21 . 0 0 0 -1 -1 -1 256 1 3
15 22 . 0 0 0 -1 -1 -1 256 1 3
15 23 . 1 0 0 0 -1 -1 256 1 3
15 24 . 1 0 0 8 -1 -1 256 1 3
